,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature
3074,2,5,100,65,40,7.0,800,25
3075,3,0,135,65,135,7.0,1100,35
3076,1,0,55,20,20,6.0,400,25
3077,0,0,60,35,20,6.5,400,25
3078,1,0,50,35,40,6.0,600,35
3079,1,0,60,50,60,6.0,500,15
3080,0,0,45,30,20,6.0,300,20
3081,2,2,30,15,10,6.5,700,30
3082,2,1,105,45,40,6.5,800,15
3083,2,1,100,55,60,6.0,700,25
3084,2,5,115,55,70,7.0,900,30
3085,1,0,150,60,120,6.0,900,20
3086,0,4,65,40,60,6.0,500,15
3087,3,4,30,30,20,5.5,700,25
3088,4,0,110,60,50,7.5,900,15
3089,3,6,105,50,50,6.5,700,15
3090,3,1,25,30,20,6.0,700,20
3091,2,3,30,30,30,5.5,800,30
3092,2,5,130,50,60,7.0,1000,35
3093,4,0,125,70,60,6.5,500,20
3094,4,6,140,75,100,6.5,700,30
3095,2,0,85,50,110,6.5,1000,30
3096,4,0,140,75,50,7.0,600,30
3097,0,0,150,80,75,8.5,1000,20
3098,2,1,100,60,50,7.0,900,20
3099,2,0,35,25,40,6.5,600,30
3100,1,4,90,40,45,6.5,1500,35
3101,2,1,150,70,55,7.5,600,25
3102,1,0,55,50,80,5.5,900,20
3103,3,0,60,40,40,7.0,900,35
3104,0,0,145,80,65,8.5,1200,30
3105,4,0,120,70,55,6.5,600,25
3106,4,4,85,50,130,7.0,700,30
3107,4,6,140,60,80,6.5,700,20
3108,0,0,125,70,60,7.5,1200,25
3109,2,1,145,60,40,6.0,500,20
3110,2,1,150,80,55,6.0,500,20
3111,2,5,130,45,50,6.0,800,25
3112,4,4,85,50,120,6.5,800,30
3113,2,5,105,70,45,7.5,900,30
3114,0,4,75,60,50,7.5,600,30
3115,2,5,100,60,65,6.5,1000,35
3116,3,0,120,80,120,7.5,1200,30
3117,0,0,130,65,60,7.0,1000,25
3118,2,2,20,10,10,6.0,600,25
3119,0,0,120,70,60,8.5,600,20
3120,4,0,110,45,40,6.5,900,20
3121,1,4,95,60,55,6.0,1000,20
3122,3,0,150,60,145,7.5,1500,25
3123,4,6,125,80,85,6.5,700,30
3124,0,0,80,40,20,7.5,600,30
3125,0,0,100,70,65,8.0,500,20
3126,2,1,140,80,40,6.5,500,20
3127,1,0,135,70,145,7.0,1000,35
3128,1,0,135,80,135,6.5,900,30
3129,1,4,60,60,50,6.5,900,30
3130,2,0,45,30,10,6.5,700,25
3131,1,4,105,40,45,6.5,1500,35
3132,2,1,150,60,45,6.5,700,30
3133,0,4,80,55,45,7.0,500,25
3134,2,1,145,65,50,7.0,500,20
3135,0,0,110,70,65,8.0,500,20
3136,4,6,135,75,90,7.0,800,30
3137,4,4,90,50,130,7.0,700,30
3138,1,0,40,40,80,6.5,900,20
3139,1,0,125,75,135,6.0,1000,35
3140,2,1,80,40,45,6.0,900,20
3141,4,6,125,65,85,7.0,800,25
3142,1,0,75,55,40,6.5,600,20
3143,1,0,150,70,140,6.5,900,20
3144,2,1,110,70,40,6.5,1000,25
3145,1,0,150,85,125,7.0,900,30
3146,4,0,20,30,45,6.5,1700,30
3147,2,5,110,55,60,7.0,1000,35
3148,2,1,120,75,40,6.5,600,20
3149,2,1,140,70,60,6.0,500,20
3150,3,0,130,80,140,7.0,1400,20
3151,2,1,150,60,40,6.0,500,20
3152,2,3,20,20,20,5.5,1000,30
3153,4,6,135,70,85,6.5,700,25
3154,1,0,55,20,30,7.0,500,30
3155,1,0,50,60,75,5.5,900,20
3156,2,1,135,75,60,6.0,700,30
3157,2,1,100,40,60,6.0,900,20
3158,4,4,70,40,45,6.5,900,30
3159,1,0,45,25,10,6.0,500,20
3160,2,1,85,40,60,6.0,900,20
3161,1,0,125,60,130,7.0,900,30
3162,2,1,135,70,50,7.0,700,30
3163,4,6,125,70,100,6.5,700,20
3164,4,0,120,60,60,6.0,800,20
3165,4,0,150,65,60,6.0,500,25
3166,0,0,110,70,80,7.5,500,20
3167,1,0,55,40,75,5.5,1000,35
3168,1,4,55,50,45,7.0,1000,20
3169,1,0,80,45,60,6.0,600,20
3170,3,0,65,40,40,7.0,900,35
3171,3,0,30,45,20,7.5,800,20
3172,4,6,135,60,80,6.5,700,20
3173,2,1,105,60,50,7.5,600,20
3174,2,0,50,25,20,7.5,600,30
3175,2,2,30,10,10,6.0,600,25
3176,4,0,120,60,60,5.5,500,30
3177,2,1,110,50,60,6.0,500,15
3178,4,0,115,60,60,6.0,800,20
3179,4,0,140,70,50,6.5,500,30
3180,1,0,150,70,120,6.5,1000,25
3181,2,1,120,60,50,7.0,900,20
3182,0,0,120,65,80,7.0,1100,20
3183,1,0,40,30,25,7.0,500,30
3184,2,5,150,40,70,6.0,900,30
3185,2,0,35,25,25,6.5,600,25
3186,4,6,30,55,30,7.0,800,35
3187,3,0,145,60,125,6.5,1300,35
3188,1,0,40,20,40,6.0,600,35
3189,2,5,145,50,70,6.0,900,30
3190,3,6,120,55,50,7.0,800,15
3191,1,4,95,45,50,7.0,1000,25
3192,1,0,75,40,55,7.5,500,15
3193,3,0,130,80,120,7.5,1200,30
3194,2,1,25,35,30,6.5,900,20
3195,3,0,70,35,30,6.5,800,30
3196,2,5,105,80,40,6.0,800,25
3197,4,0,100,25,45,7.5,1000,30
3198,1,0,60,40,70,6.0,900,30
3199,1,4,110,50,40,6.5,1500,35
3200,4,4,80,40,45,6.5,900,30
3201,4,0,135,60,40,5.5,500,20
3202,4,4,80,50,45,7.0,800,25
3203,3,6,110,55,45,7.0,800,20
3204,1,4,50,40,20,6.0,600,35
3205,0,4,55,40,20,7.5,700,30
3206,3,0,50,30,30,6.0,700,25
3207,2,0,60,25,30,6.0,500,25
3208,1,0,135,75,125,7.0,900,30
3209,1,0,50,45,60,5.5,1000,25
3210,1,0,50,30,25,7.0,500,30
3211,4,0,120,80,60,7.5,500,25
3212,2,1,110,70,50,7.0,700,25
3213,1,0,140,90,140,7.0,1000,25
3214,4,4,85,50,135,7.5,800,25
3215,2,1,100,75,40,6.5,600,20
3216,2,5,120,60,50,7.0,800,25
3217,4,6,130,65,85,7.0,800,25
3218,0,0,105,70,60,8.5,600,20
3219,2,1,110,50,55,7.5,600,20
3220,4,6,140,75,85,6.5,700,20
3221,4,6,30,60,25,6.5,700,30
3222,2,5,110,75,60,6.0,900,30
3223,2,0,30,35,25,7.5,800,25
3224,2,5,145,60,50,7.0,800,25
3225,1,0,70,45,55,7.5,700,25
3226,0,4,75,55,60,6.0,500,15
3227,3,0,130,75,120,7.0,1400,20
3228,1,0,45,50,75,6.0,1000,35
3229,3,0,40,40,30,7.0,900,35
3230,0,0,60,35,20,7.0,500,30
3231,2,1,100,75,45,7.0,500,15
3232,1,0,125,80,140,6.5,900,20
3233,4,6,35,50,30,7.0,800,35
3234,4,4,85,50,140,6.0,700,20
3235,3,0,65,40,30,7.0,900,35
3236,1,0,50,20,30,7.0,500,30
3237,2,1,60,45,40,6.5,1000,25
3238,4,0,25,25,40,6.0,1600,25
3239,4,0,145,75,60,7.0,500,30
3240,1,0,140,75,120,6.5,1000,35
3241,4,6,40,50,20,6.0,600,25
3242,0,4,55,35,30,7.0,600,25
3243,1,0,40,30,35,7.5,500,30
3244,4,4,80,45,45,6.5,900,30
3245,3,4,30,35,25,6.0,800,30
3246,0,4,60,45,40,6.5,600,20
3247,2,1,115,50,60,6.0,500,15
3248,4,0,140,60,55,5.5,600,20
3249,2,1,110,45,40,6.5,800,15
3250,2,5,120,50,75,7.5,1000,35
3251,1,0,120,80,135,6.5,900,30
3252,1,0,60,40,55,7.5,500,15
3253,2,4,50,25,20,6.0,400,25
3254,2,1,75,40,55,7.5,1000,25
3255,1,0,145,60,150,6.0,900,30
3256,0,4,80,60,40,6.5,600,20
3257,1,0,50,40,30,7.5,500,30
3258,4,0,115,55,50,7.5,900,15
3259,4,6,130,65,100,6.5,700,25
3260,3,4,20,30,20,5.5,700,25
3261,0,0,75,35,30,7.0,500,25
3262,3,0,125,60,150,7.5,1200,20
3263,0,4,75,40,50,7.0,500,25
3264,1,0,50,30,20,6.5,600,35
3265,1,4,120,40,50,7.0,1400,30
3266,1,0,60,60,70,6.0,1000,35
3267,1,0,70,60,40,6.5,500,15
3268,1,4,55,35,25,6.5,700,30
3269,1,0,65,45,40,6.5,500,15
3270,3,0,145,60,120,6.5,1000,20
3271,3,0,105,60,60,6.5,900,35
3272,4,4,100,55,140,6.0,700,30
3273,1,0,135,80,125,7.0,900,20
3274,4,0,150,80,40,7.5,600,20
3275,0,4,70,60,50,7.5,600,30
3276,4,6,135,65,85,7.0,800,25
3277,1,4,85,60,45,7.0,1200,35
3278,2,5,105,65,55,6.5,800,25
3279,0,0,100,75,80,8.5,500,25
3280,3,0,105,55,50,6.0,800,40
3281,4,4,85,45,130,7.0,700,20
3282,4,0,100,50,60,6.0,800,25
3283,2,5,100,70,65,6.5,1000,35
3284,1,0,135,85,140,7.0,1000,35
3285,2,5,115,70,45,7.5,900,30
3286,2,1,90,50,45,7.0,500,15
3287,0,4,70,45,60,6.0,500,15
3288,2,1,60,40,55,7.5,1000,25
3289,0,0,25,45,40,7.5,700,25
3290,2,1,120,60,40,6.0,500,20
3291,1,0,150,75,130,6.0,1000,25
3292,2,0,40,35,25,7.5,800,25
3293,2,1,110,60,55,7.5,800,15
3294,3,0,135,60,135,7.0,1400,30
3295,4,0,115,50,60,6.0,800,25
3296,2,1,110,55,60,6.0,700,25
3297,2,0,30,25,30,6.5,600,30
3298,3,0,150,65,150,6.5,1000,30
3299,3,0,130,70,130,7.5,1200,30
3300,2,3,30,20,20,5.5,1000,30
3301,3,6,100,50,40,6.5,700,15
3302,2,1,90,50,60,6.0,700,25
3303,2,1,115,50,40,6.5,1000,25
3304,2,0,95,50,100,6.5,1000,20
3305,1,0,80,50,55,7.5,600,20
3306,1,0,70,50,45,7.0,600,20
3307,1,0,135,90,125,7.0,900,20
3308,1,0,60,40,30,7.5,500,30
3309,4,4,70,55,50,7.5,900,30
3310,0,0,125,65,65,7.0,1100,25
3311,2,0,45,30,20,7.0,600,30
3312,4,6,145,70,80,7.0,800,30
3313,2,5,100,60,50,6.0,1000,35
3314,4,4,70,45,50,7.0,800,25
3315,4,0,120,60,55,6.0,800,20
3316,3,6,120,50,40,6.5,700,15
3317,2,1,100,55,40,6.5,600,20
3318,0,0,40,40,20,7.0,400,30
3319,1,0,145,65,150,6.0,900,20
3320,2,1,130,70,50,7.0,700,30
3321,2,1,80,55,60,7.0,500,15
3322,1,0,130,85,125,7.0,900,30
3323,4,4,60,50,45,7.0,800,25
3324,1,4,95,50,45,7.0,1400,30
3325,3,0,55,35,30,6.5,800,30
3326,3,1,25,40,15,7.0,900,30
3327,1,0,40,55,65,5.5,900,30
3328,2,5,100,60,60,7.0,900,30
3329,1,0,55,30,40,6.0,400,25
3330,0,0,125,80,70,8.5,1100,35
3331,2,5,115,70,40,6.0,800,25
3332,1,0,130,90,140,7.0,1000,25
3333,4,6,135,60,85,7.0,800,30
3334,2,1,105,80,55,6.0,500,15
3335,3,0,115,55,60,6.0,800,35
3336,2,0,40,30,15,6.5,700,25
3337,1,0,150,70,130,7.0,900,30
3338,2,5,150,40,50,6.0,800,25
3339,1,4,50,60,45,7.0,900,30
3340,0,4,80,40,60,6.0,500,15
3341,1,0,45,55,80,6.5,900,20
3342,3,0,125,75,120,7.0,1400,20
3343,4,2,25,40,20,6.0,800,25
3344,1,0,150,70,150,6.0,900,30
3345,0,0,25,60,40,6.0,700,25
3346,2,5,100,80,45,7.5,900,30
3347,0,0,140,60,75,6.5,1000,35
3348,0,0,75,30,25,6.5,400,30
3349,2,0,20,35,40,7.5,800,30
3350,4,4,90,45,140,6.0,700,25
3351,4,4,80,55,135,7.5,800,20
3352,3,0,120,75,145,6.5,1300,25
3353,1,0,40,55,70,6.5,1000,35
3354,2,1,80,40,50,7.5,600,20
3355,1,4,115,60,45,7.0,1200,35
3356,2,5,110,60,70,6.0,900,30
3357,2,0,45,20,20,5.5,500,25
3358,2,1,105,70,55,7.5,600,20
3359,3,0,120,70,120,7.0,1100,35
3360,2,5,110,65,50,7.0,1000,35
3361,2,5,115,60,60,6.0,1000,35
3362,4,4,95,45,120,6.5,800,20
3363,3,0,135,70,145,6.5,1000,20
3364,2,1,75,40,60,6.0,900,20
3365,1,0,150,90,150,6.0,900,30
3366,3,0,125,80,150,7.0,1400,30
3367,2,1,75,45,40,6.5,1000,25
3368,1,0,120,65,125,6.5,1000,25
3369,1,4,90,60,60,6.0,1400,30
3370,2,1,130,75,40,6.5,600,25
3371,2,0,95,60,110,7.5,1200,30
3372,1,0,75,45,40,6.5,500,15
3373,2,1,110,40,45,6.5,1000,25
3374,1,0,60,45,55,7.5,700,25
3375,2,1,65,45,50,6.5,1000,25
3376,2,5,120,50,55,6.5,900,30
3377,4,4,90,55,140,6.0,700,30
3378,1,0,55,35,25,7.0,400,25
3379,2,5,115,70,65,6.5,1000,35
3380,4,4,100,60,135,6.0,700,20
3381,0,4,65,50,45,7.0,500,25
3382,2,1,90,55,45,7.0,700,25
3383,4,0,130,65,45,6.0,600,25
3384,2,1,85,40,45,6.0,900,20
3385,1,0,125,75,120,6.5,1000,35
3386,3,0,145,70,125,7.0,1400,30
3387,2,1,145,80,40,6.5,500,20
3388,0,0,110,80,70,8.0,600,30
3389,4,6,35,55,30,7.0,800,35
3390,2,1,135,65,40,6.5,500,20
3391,2,5,125,45,55,6.5,900,30
3392,3,0,115,50,60,5.5,700,35
3393,2,1,95,40,45,6.0,900,20
3394,4,4,80,40,50,7.0,800,25
3395,4,6,150,75,80,7.0,800,25
3396,1,0,60,45,65,6.0,1000,25
3397,4,4,60,55,60,6.0,800,25
3398,1,0,45,40,80,6.5,900,20
3399,1,4,110,55,55,7.5,1300,25
3400,2,0,25,35,30,7.5,800,30
3401,1,0,145,85,145,7.0,1000,25
3402,4,6,140,65,90,6.5,700,20
3403,2,5,150,60,65,7.5,800,25
3404,4,0,105,25,50,6.5,800,30
3405,3,4,20,35,30,6.0,800,30
3406,0,0,100,75,75,7.5,600,25
3407,0,4,65,55,40,6.5,600,20
3408,4,6,40,60,20,6.0,600,25
3409,0,4,80,50,45,7.0,500,25
3410,4,6,145,70,95,7.0,800,25
3411,2,1,140,60,40,6.0,500,20
3412,1,4,115,60,40,6.5,1300,25
3413,0,4,60,40,60,6.0,500,15
3414,4,6,145,80,100,6.5,700,25
3415,0,0,80,35,25,7.0,500,30
3416,3,0,55,40,40,7.0,900,35
3417,1,0,65,60,50,7.5,600,20
3418,4,0,105,50,45,7.0,800,25
3419,0,0,70,30,20,6.5,400,25
3420,4,0,105,45,50,7.0,800,15
3421,3,0,135,60,140,7.0,1100,25
3422,2,5,120,80,65,6.5,1000,35
3423,2,5,140,40,70,6.0,900,30
3424,4,4,90,45,135,7.5,800,30
3425,3,0,110,60,50,6.5,900,40
3426,0,0,140,75,60,8.0,1100,25
3427,3,0,150,75,145,6.5,1300,25
3428,1,4,90,60,55,6.0,1000,20
3429,0,0,50,30,20,6.0,300,20
3430,1,0,45,55,70,6.5,1000,35
3431,2,5,120,70,50,7.0,1000,35
3432,0,0,135,80,70,8.5,1100,35
3433,0,0,150,75,75,8.0,1000,35
3434,1,0,45,40,70,6.0,900,30
3435,4,6,145,65,95,7.0,800,30
3436,2,5,110,40,50,6.0,800,25
3437,0,0,60,40,20,7.0,400,30
3438,2,1,30,40,20,7.0,1000,25
3439,1,0,120,60,150,6.0,900,30
3440,2,3,35,25,30,6.5,1000,30
3441,0,0,135,70,80,7.5,1000,20
3442,1,0,60,35,30,7.5,600,35
3443,4,4,80,50,120,6.5,800,30
3444,3,0,120,70,130,7.5,1200,30
3445,2,0,40,30,20,7.0,600,30
3446,4,6,130,80,90,7.0,800,25
3447,2,5,120,65,50,7.0,1000,35
3448,4,0,145,60,60,5.5,500,30
3449,0,0,20,45,40,7.5,700,25
3450,2,5,145,60,70,6.0,900,30
3451,1,0,45,60,65,6.5,900,30
3452,1,4,115,50,40,6.5,1500,35
3453,2,1,115,60,60,6.0,700,25
3454,3,0,35,35,25,6.5,800,30
3455,4,6,150,65,100,6.5,700,25
3456,2,5,115,40,75,6.5,1000,35
3457,4,0,135,60,50,5.5,500,25
3458,0,0,145,75,75,8.0,1000,35
3459,1,0,125,70,120,6.5,1000,25
3460,0,0,120,60,60,6.5,1000,20
3461,4,0,130,60,45,5.5,600,30
3462,2,1,105,55,40,6.5,600,20
3463,3,0,65,30,35,6.0,700,25
3464,1,0,50,30,15,6.5,600,25
3465,2,1,100,70,55,7.5,600,20
3466,3,0,150,70,150,6.5,1300,35
3467,1,4,60,55,50,7.5,900,25
3468,4,0,120,45,60,6.0,800,15
3469,0,4,80,40,50,7.0,500,25
3470,4,0,150,70,50,6.5,500,30
3471,4,0,140,60,60,5.5,500,30
3472,2,1,125,60,60,6.0,700,30
3473,0,0,150,60,80,6.5,1200,20
3474,4,4,65,40,45,6.5,900,30
3475,4,6,150,75,90,7.0,800,30
3476,3,0,140,75,130,7.5,1500,35
3477,4,4,65,45,45,6.5,900,30
3478,4,0,125,65,45,6.0,600,25
3479,0,0,45,40,25,7.0,300,30
3480,2,1,100,60,40,6.0,500,15
3481,4,4,65,50,50,7.0,800,25
3482,2,1,105,80,40,6.5,800,15
3483,2,1,150,75,45,7.0,500,20
3484,1,0,140,65,140,6.5,900,30
3485,4,0,45,25,20,7.0,500,30
3486,2,1,130,70,45,7.0,600,25
3487,1,4,115,50,55,7.5,1100,30
3488,4,6,140,75,90,7.0,800,30
3489,0,4,30,20,25,6.0,600,25
3490,0,0,120,80,70,8.0,600,30
3491,0,4,65,45,60,6.0,500,15
3492,3,0,125,65,145,7.5,1200,30
3493,3,0,145,75,120,7.0,1400,20
3494,4,0,100,55,55,7.5,900,15
3495,1,0,125,80,120,6.5,1000,25
3496,1,0,75,60,40,6.5,500,15
3497,0,4,60,55,55,7.5,600,30
3498,1,0,130,70,150,6.0,900,30
3499,1,0,135,65,135,6.0,1000,35
3500,4,6,150,70,90,6.5,700,30
3501,4,4,90,40,120,6.0,700,20
3502,0,0,125,70,70,7.5,1200,30
3503,2,1,70,40,60,6.0,900,20
3504,4,6,120,60,95,7.0,800,20
3505,0,4,65,60,50,7.5,600,30
3506,0,0,125,70,75,7.5,1100,35
3507,3,4,25,35,25,6.0,800,30
3508,2,5,120,70,65,6.5,1000,35
3509,1,0,120,80,130,6.0,1000,35
3510,2,1,100,40,55,7.5,800,15
3511,0,0,120,60,70,8.0,500,10
3512,2,5,135,40,75,6.5,1000,35
3513,2,1,110,45,60,6.0,900,20
3514,2,5,115,60,65,6.5,1000,35
3515,2,1,95,45,60,6.0,500,15
3516,4,4,75,40,60,6.0,800,25
3517,1,0,145,75,150,6.0,900,20
3518,0,4,50,40,20,7.5,700,30
3519,1,0,140,65,150,6.0,900,20
3520,1,0,140,70,150,6.0,900,30
3521,2,1,105,55,55,7.5,800,15
3522,4,0,115,45,50,7.0,800,15
3523,1,0,50,30,40,6.0,400,25
3524,1,0,70,55,45,7.0,500,15
3525,2,5,105,40,75,6.5,1000,35
3526,1,0,70,50,40,6.5,700,25
3527,1,4,95,50,60,6.0,1000,25
3528,4,0,145,70,40,6.5,600,30
3529,2,5,125,50,70,6.0,900,30
3530,0,0,100,75,60,8.0,600,25
3531,1,0,135,80,120,6.5,1000,25
3532,0,0,25,50,25,7.0,700,35
3533,1,0,130,60,125,6.5,1000,35
3534,2,0,95,55,110,7.0,1400,30
3535,4,2,25,45,20,6.5,900,30
3536,0,0,60,30,25,6.5,400,30
3537,2,5,115,75,55,7.5,800,25
3538,2,5,120,45,65,7.5,800,25
3539,4,6,35,40,25,6.5,700,30
3540,2,1,65,50,45,7.0,500,15
3541,2,1,100,55,45,7.0,500,15
3542,2,5,130,50,75,7.5,1000,35
3543,2,1,80,40,55,7.5,1000,25
3544,2,1,150,70,40,6.5,700,30
3545,4,4,65,50,60,6.0,800,25
3546,4,4,80,45,130,7.0,700,20
3547,2,1,65,55,40,6.5,800,15
3548,0,0,60,35,30,6.5,300,25
3549,3,0,125,80,140,7.0,1400,20
3550,2,5,130,45,55,6.5,900,30
3551,0,0,100,80,65,8.5,500,30
3552,4,4,65,45,40,6.5,900,30
3553,1,0,145,90,120,6.5,1000,25
3554,4,0,135,75,55,7.0,600,20
3555,2,1,60,45,60,6.0,500,15
3556,1,0,65,50,60,6.0,500,15
3557,4,0,105,30,45,6.5,800,35
3558,0,4,75,40,40,6.0,500,15
3559,0,0,25,60,35,6.5,600,20
3560,4,6,125,70,90,6.5,700,30
3561,2,0,95,60,105,7.5,1500,25
3562,4,0,45,30,30,7.5,600,35
3563,2,1,110,70,45,7.0,900,20
3564,1,0,140,85,145,7.0,1000,25
3565,0,0,115,80,60,7.5,600,30
3566,2,1,30,30,25,6.0,800,25
3567,1,0,140,90,120,6.5,1000,25
3568,1,0,150,65,120,6.5,1000,35
3569,0,4,30,25,20,6.5,500,30
3570,2,5,145,55,60,7.0,1000,35
3571,0,0,80,40,30,7.5,600,25
3572,1,4,115,45,40,6.5,1300,25
3573,2,5,105,60,45,6.5,900,30
3574,1,0,55,35,40,6.0,600,35
3575,1,0,55,40,65,6.5,1000,25
3576,2,3,30,20,35,6.0,1000,30
3577,4,0,30,20,40,5.5,1500,20
3578,4,0,120,70,40,6.5,600,30
3579,4,6,130,80,80,7.0,800,20
3580,0,0,115,80,70,8.0,600,30
3581,2,1,145,65,60,6.0,600,25
3582,0,0,30,40,25,6.5,800,30
3583,1,4,60,50,50,6.0,900,20
3584,1,0,120,75,120,6.5,1000,35
3585,2,5,105,60,70,6.0,900,30
3586,0,0,125,80,65,8.5,1200,30
3587,2,1,100,55,60,7.0,500,15
3588,1,0,150,80,125,7.0,900,20
3589,0,0,60,30,20,6.5,400,25
3590,1,0,150,85,145,7.0,1000,25
3591,2,1,95,50,45,7.0,500,15
3592,2,5,100,60,40,6.0,800,25
3593,1,0,60,55,80,6.5,900,20
3594,3,0,65,35,30,6.5,800,30
3595,4,4,95,60,125,7.0,700,30
3596,2,1,150,80,60,6.0,600,25
3597,1,0,45,35,40,6.0,600,35
3598,1,4,120,60,55,6.0,1000,20
3599,2,1,105,65,40,6.5,800,15
3600,0,4,75,40,60,6.0,500,15
3601,2,0,35,35,40,7.5,800,30
3602,1,0,60,45,75,6.5,1000,35
3603,4,6,150,80,100,6.5,700,25
3604,4,0,120,65,45,6.0,600,25
3605,3,0,140,70,125,7.0,1400,30
3606,2,5,115,60,75,7.5,1000,35
3607,1,0,60,45,60,6.0,600,20
3608,4,4,60,50,55,7.5,900,30
3609,2,1,110,60,45,7.0,700,25
3610,2,5,126,45,60,6.0,1000,35
3611,2,5,111,73,65,7.1149022713980745,1000,35
3612,2,5,104,75,65,7.351136671516857,1000,35
3613,2,5,108,55,50,6.0,800,25
3614,2,5,144,54,65,7.3305072533139075,800,25
3615,2,5,117,62,57,6.221599368770825,900,30
3616,0,0,105,60,65,8.5,600,10
3617,2,5,113,80,50,7.0,1000,35
3618,2,5,102,65,50,7.0,1000,35
3619,2,5,125,54,55,7.402823506229232,900,30
3620,2,5,113,50,55,6.5,900,30
3621,2,5,145,50,50,7.0,800,25
3622,2,5,115,75,65,7.5,1000,35
3623,2,5,139,60,75,7.5,1000,35
3624,2,5,115,70,50,7.0,1000,35
3625,2,5,106,60,40,6.0,800,25
3626,2,5,131,43,75,6.5,1000,35
3627,2,5,115,48,55,6.5,900,30
3628,0,0,108,80,80,8.0,500,30
3629,2,5,148,42,50,6.293591844264493,800,25
3630,2,5,141,40,60,7.0,1000,35
3631,0,0,113,80,75,7.5,500,30
3632,2,5,100,65,50,7.0,1000,35
3633,2,5,119,70,45,7.5,900,30
3634,2,5,122,42,65,7.011342398860938,800,25
3635,0,0,117,60,69,8.0015162946872,600,10
3636,0,0,103,70,66,8.100852410516612,500,20
3637,2,5,128,60,65,7.5,800,25
3638,0,0,106,70,70,8.5,500,20
3639,2,5,110,60,58,6.897896334718051,900,30
3640,2,5,129,55,55,7.390005341817567,900,30
3641,2,5,115,43,65,7.162004843148464,800,25
3642,0,0,115,61,63,8.124417047360057,600,11
3643,2,5,115,60,55,7.406018060159131,800,25
3644,2,5,102,77,50,6.421719859003826,1000,35
3645,2,5,135,59,70,6.035942273796742,900,30
3646,4,0,114,25,45,7.5,1000,30
3647,2,5,102,57,62,6.771322317353788,1000,35
3648,2,5,113,43,50,6.0,800,25
3649,2,5,112,60,65,6.5,1000,35
3650,2,5,120,60,59,6.9847498750304755,900,30
3651,2,5,125,44,55,6.537348188749214,900,30
3652,2,5,119,60,50,6.0,1000,35
3653,2,5,128,60,70,6.0,900,30
3654,2,5,149,45,55,6.5,900,30
3655,2,5,117,67,45,7.022243260054804,900,30
3656,2,5,113,46,55,6.5,900,30
3657,4,0,118,30,45,6.5,800,35
3658,2,5,101,41,60,6.622890475819,1000,35
3659,0,0,105,60,75,7.5,600,10
3660,2,5,135,45,50,6.051681721168608,800,25
3661,2,5,105,74,40,6.0,800,25
3662,2,5,100,67,50,7.0,1000,35
3663,0,0,118,60,75,7.5,600,10
3664,2,5,118,65,45,6.5,900,30
3665,2,5,129,54,50,6.024147920537465,800,25
3666,2,5,132,45,75,6.5,1000,35
3667,2,5,115,66,55,6.822956472941246,800,25
3668,2,5,128,53,70,6.795186194768704,900,30
3669,2,5,118,48,70,6.270832251262075,900,30
3670,2,5,105,42,75,6.5,1000,35
3671,2,5,120,40,60,6.921543618657734,1000,35
3672,2,5,125,50,75,7.5,1000,35
3673,2,5,120,55,50,6.0,800,25
3674,2,5,115,65,40,6.835980120512206,800,25
3675,2,5,116,65,65,7.5,1000,35
3676,0,0,105,80,77,7.704476472207135,500,30
3677,2,5,135,40,65,6.5,800,25
3678,0,0,105,75,70,8.5,600,25
3679,2,5,115,58,60,6.250242898164595,1000,35
3680,2,5,135,47,60,6.45077333529388,1000,35
3681,2,5,146,58,75,7.214595922700062,1000,35
3682,2,5,126,56,60,6.660197376717731,1000,35
3683,2,5,140,53,70,6.720066103054057,900,30
3684,2,5,115,60,54,7.477432640331597,800,25
3685,2,5,141,46,55,6.5,900,30
3686,0,0,107,70,80,7.5,500,20
3687,2,5,100,48,75,6.5,1000,35
3688,4,0,115,27,47,6.5,800,32
3689,2,5,148,40,60,7.0,1000,35
3690,2,5,115,61,50,6.355972678651262,1000,35
3691,2,5,126,51,55,6.742153889535631,900,30
3692,2,5,105,50,50,6.985606511370245,800,25
3693,2,5,135,55,70,6.883927359493084,900,30
3694,0,0,115,75,80,8.476998678989123,500,25
3695,2,5,100,45,75,6.5,1000,35
3696,0,0,110,79,80,8.072269707994497,500,29
3697,2,5,138,56,65,7.5,800,25
3698,2,5,120,72,55,7.5,800,25
3699,4,0,119,20,49,7.5,1000,25
3700,2,5,142,42,50,6.0,800,25
3701,2,5,112,65,50,7.0,1000,35
3702,2,5,101,55,75,6.5,1000,35
3703,0,0,104,60,60,7.5,500,10
3704,2,5,146,56,50,7.0,800,25
3705,2,5,131,41,60,6.615850098052216,1000,35
3706,0,0,108,63,80,8.182453174566177,500,13
3707,2,5,120,40,60,7.0,1000,35
3708,2,5,101,48,70,7.0,900,30
3709,0,0,111,60,75,7.5,600,10
3710,2,5,127,42,70,6.503136258580088,900,30
3711,0,0,100,75,68,8.42824492059416,600,25
3712,2,5,145,43,55,6.841306368381055,900,30
3713,2,5,148,55,70,7.0,900,30
3714,2,5,105,40,70,6.07056874740043,900,30
3715,0,0,111,60,65,8.5,600,10
3716,2,5,114,50,75,7.5,1000,35
3717,2,5,117,75,65,7.5,1000,35
3718,2,5,109,40,50,6.0,800,25
3719,0,0,110,67,67,7.78773708893794,500,17
